State,Coordinates
Uttar Pradesh,"{'Latitude': 27.858, 'Longitude': 79.7614}"
Uttar Pradesh,"{'Latitude': 30.2881, 'Longitude': 79.2773}"
Uttar Pradesh,"{'Latitude': 27.0668, 'Longitude': 78.8325}"
Uttar Pradesh,"{'Latitude': 26.3056, 'Longitude': 79.6878}"
Uttar Pradesh,"{'Latitude': 27.1309, 'Longitude': 78.5877}"
Uttar Pradesh,"{'Latitude': 28.2666, 'Longitude': 78.4119}"
Uttar Pradesh,"{'Latitude': 27.3964, 'Longitude': 80.127}"
Uttar Pradesh,"{'Latitude': 29.05, 'Longitude': 79.3255}"
Uttar Pradesh,"{'Latitude': 29.2229, 'Longitude': 78.9662}"
Uttar Pradesh,"{'Latitude': 28.8917, 'Longitude': 78.4681}"
Uttar Pradesh,"{'Latitude': 26.2627, 'Longitude': 78.6674}"
Uttar Pradesh,"{'Latitude': 28.5397, 'Longitude': 79.6286}"
Uttar Pradesh,"{'Latitude': 26.8353, 'Longitude': 79.3122}"
Uttar Pradesh,"{'Latitude': 29.2831, 'Longitude': 79.3493}"
Uttar Pradesh,"{'Latitude': 28.6733, 'Longitude': 78.8349}"
Uttar Pradesh,"{'Latitude': 28.7035, 'Longitude': 79.0105}"
Uttar Pradesh,"{'Latitude': 27.4008, 'Longitude': 79.9964}"
Uttar Pradesh,"{'Latitude': 25.4506, 'Longitude': 78.1531}"
Uttar Pradesh,"{'Latitude': 26.9371, 'Longitude': 79.0735}"
Uttar Pradesh,"{'Latitude': 26.7615, 'Longitude': 78.8583}"
Uttar Pradesh,"{'Latitude': 26.6004, 'Longitude': 79.3892}"
Uttar Pradesh,"{'Latitude': 26.2469, 'Longitude': 78.1851}"
Uttar Pradesh,"{'Latitude': 28.244, 'Longitude': 80.1023}"
Uttar Pradesh,"{'Latitude': 29.3292, 'Longitude': 78.3856}"
Uttar Pradesh,"{'Latitude': 28.5639, 'Longitude': 78.6418}"
Uttar Pradesh,"{'Latitude': 27.4015, 'Longitude': 80.0224}"
Uttar Pradesh,"{'Latitude': 30.289, 'Longitude': 79.2772}"
Uttar Pradesh,"{'Latitude': 26.2063, 'Longitude': 78.1908}"
Uttar Pradesh,"{'Latitude': 29.8071, 'Longitude': 80.2461}"
Uttar Pradesh,"{'Latitude': 27.6457, 'Longitude': 79.9457}"
Uttar Pradesh,"{'Latitude': 28.0649, 'Longitude': 80.0965}"
Uttar Pradesh,"{'Latitude': 30.0721, 'Longitude': 79.5048}"
Uttar Pradesh,"{'Latitude': 26.5463, 'Longitude': 79.6565}"
Uttar Pradesh,"{'Latitude': 27.6691, 'Longitude': 79.4691}"
Uttar Pradesh,"{'Latitude': 25.9933, 'Longitude': 79.4557}"
Uttar Pradesh,"{'Latitude': 30.1522, 'Longitude': 78.7749}"
Uttar Pradesh,"{'Latitude': 27.8596, 'Longitude': 78.5431}"
Uttar Pradesh,"{'Latitude': 27.3751, 'Longitude': 80.1455}"
Uttar Pradesh,"{'Latitude': 27.3961, 'Longitude': 78.9661}"
Uttar Pradesh,"{'Latitude': 27.3984, 'Longitude': 80.1371}"
Uttar Pradesh,"{'Latitude': 28.2773, 'Longitude': 79.1634}"
Uttar Pradesh,"{'Latitude': 30.2523, 'Longitude': 79.4467}"
Uttar Pradesh,"{'Latitude': 25.2785, 'Longitude': 79.1257}"
Uttar Pradesh,"{'Latitude': 29.0415, 'Longitude': 79.2494}"
Uttar Pradesh,"{'Latitude': 27.1087, 'Longitude': 79.7437}"
Uttar Pradesh,"{'Latitude': 28.5341, 'Longitude': 79.6272}"
Uttar Pradesh,"{'Latitude': 29.6437, 'Longitude': 79.4298}"
Uttar Pradesh,"{'Latitude': 26.2338, 'Longitude': 78.209}"
Uttar Pradesh,"{'Latitude': 29.4571, 'Longitude': 80.0731}"
Uttar Pradesh,"{'Latitude': 30.0531, 'Longitude': 79.2894}"
Uttar Pradesh,"{'Latitude': 29.8106, 'Longitude': 79.9446}"
Uttar Pradesh,"{'Latitude': 26.1966, 'Longitude': 78.1967}"
Uttar Pradesh,"{'Latitude': 30.4096, 'Longitude': 79.3173}"
Uttar Pradesh,"{'Latitude': 29.2448, 'Longitude': 79.5328}"
Uttar Pradesh,"{'Latitude': 28.8439, 'Longitude': 78.7676}"
Uttar Pradesh,"{'Latitude': 28.9863, 'Longitude': 79.4004}"
Uttar Pradesh,"{'Latitude': 27.1703, 'Longitude': 79.1066}"
Uttar Pradesh,"{'Latitude': 29.2345, 'Longitude': 78.9134}"
Uttar Pradesh,"{'Latitude': 27.3988, 'Longitude': 80.1486}"
Uttar Pradesh,"{'Latitude': 29.2163, 'Longitude': 79.5297}"
Uttar Pradesh,"{'Latitude': 27.3812, 'Longitude': 79.2426}"
Uttar Pradesh,"{'Latitude': 29.3101, 'Longitude': 78.5143}"
Uttar Pradesh,"{'Latitude': 29.3626, 'Longitude': 79.5527}"
Uttar Pradesh,"{'Latitude': 29.596, 'Longitude': 79.6551}"
Uttar Pradesh,"{'Latitude': 27.1611, 'Longitude': 79.692}"
Uttar Pradesh,"{'Latitude': 28.1029, 'Longitude': 79.8631}"
Uttar Pradesh,"{'Latitude': 27.3665, 'Longitude': 79.6327}"
Maharashtra,"{'Latitude': 18.8231, 'Longitude': 76.1136}"
Maharashtra,"{'Latitude': 17.3264, 'Longitude': 78.5267}"
Maharashtra,"{'Latitude': 19.5919, 'Longitude': 76.2119}"
Maharashtra,"{'Latitude': 19.2855, 'Longitude': 77.3796}"
Maharashtra,"{'Latitude': 17.4949, 'Longitude': 78.3946}"
Maharashtra,"{'Latitude': 19.7869, 'Longitude': 77.7727}"
Maharashtra,"{'Latitude': 19.4885, 'Longitude': 76.7329}"
Maharashtra,"{'Latitude': 17.9153, 'Longitude': 77.5152}"
Maharashtra,"{'Latitude': 17.4985, 'Longitude': 78.3645}"
Maharashtra,"{'Latitude': 17.1795, 'Longitude': 77.2856}"
Maharashtra,"{'Latitude': 17.6305, 'Longitude': 78.4855}"
Maharashtra,"{'Latitude': 18.0524, 'Longitude': 77.2171}"
Maharashtra,"{'Latitude': 18.478, 'Longitude': 77.3724}"
Maharashtra,"{'Latitude': 20.11, 'Longitude': 77.1267}"
Maharashtra,"{'Latitude': 19.1851, 'Longitude': 77.3048}"
Maharashtra,"{'Latitude': 18.4309, 'Longitude': 77.4709}"
Maharashtra,"{'Latitude': 18.2488, 'Longitude': 76.5049}"
Maharashtra,"{'Latitude': 18.6646, 'Longitude': 75.6985}"
Maharashtra,"{'Latitude': 19.9071, 'Longitude': 77.5691}"
Maharashtra,"{'Latitude': 17.6241, 'Longitude': 77.2182}"
Maharashtra,"{'Latitude': 19.1795, 'Longitude': 77.1946}"
Maharashtra,"{'Latitude': 19.3949, 'Longitude': 76.0584}"
Maharashtra,"{'Latitude': 16.9417, 'Longitude': 76.9962}"
Maharashtra,"{'Latitude': 17.8924, 'Longitude': 77.3275}"
Maharashtra,"{'Latitude': 19.6246, 'Longitude': 78.1982}"
Maharashtra,"{'Latitude': 18.8485, 'Longitude': 77.5364}"
Maharashtra,"{'Latitude': 18.9653, 'Longitude': 76.7481}"
Maharashtra,"{'Latitude': 19.4931, 'Longitude': 76.7299}"
Maharashtra,"{'Latitude': 20.1086, 'Longitude': 77.1257}"
Maharashtra,"{'Latitude': 17.491, 'Longitude': 78.4083}"
Maharashtra,"{'Latitude': 18.3897, 'Longitude': 77.118}"
Maharashtra,"{'Latitude': 19.4993, 'Longitude': 77.6549}"
Maharashtra,"{'Latitude': 19.6125, 'Longitude': 76.6872}"
Maharashtra,"{'Latitude': 17.5016, 'Longitude': 78.5138}"
Maharashtra,"{'Latitude': 17.3212, 'Longitude': 76.8279}"
Maharashtra,"{'Latitude': 17.915, 'Longitude': 77.5155}"
Maharashtra,"{'Latitude': 20.1045, 'Longitude': 77.7213}"
Maharashtra,"{'Latitude': 17.5095, 'Longitude': 78.4285}"
Maharashtra,"{'Latitude': 19.4246, 'Longitude': 77.8722}"
Maharashtra,"{'Latitude': 19.8514, 'Longitude': 77.9232}"
Maharashtra,"{'Latitude': 19.0927, 'Longitude': 76.2161}"
Maharashtra,"{'Latitude': 19.9011, 'Longitude': 77.5624}"
Maharashtra,"{'Latitude': 17.478, 'Longitude': 78.5624}"
Maharashtra,"{'Latitude': 18.3364, 'Longitude': 76.8408}"
Maharashtra,"{'Latitude': 19.2588, 'Longitude': 76.6004}"
Maharashtra,"{'Latitude': 18.2334, 'Longitude': 77.7559}"
Maharashtra,"{'Latitude': 17.3298, 'Longitude': 76.836}"
Maharashtra,"{'Latitude': 20.4871, 'Longitude': 77.4824}"
Maharashtra,"{'Latitude': 17.5455, 'Longitude': 78.4866}"
Maharashtra,"{'Latitude': 17.6586, 'Longitude': 75.8943}"
Maharashtra,"{'Latitude': 18.9695, 'Longitude': 76.7512}"
Maharashtra,"{'Latitude': 17.9565, 'Longitude': 75.8839}"
Maharashtra,"{'Latitude': 17.9096, 'Longitude': 77.5155}"
Maharashtra,"{'Latitude': 19.4057, 'Longitude': 76.1147}"
Maharashtra,"{'Latitude': 18.4281, 'Longitude': 76.4037}"
Maharashtra,"{'Latitude': 19.5739, 'Longitude': 76.7607}"
Maharashtra,"{'Latitude': 17.4444, 'Longitude': 78.4407}"
Maharashtra,"{'Latitude': 17.3222, 'Longitude': 76.8287}"
Maharashtra,"{'Latitude': 17.5003, 'Longitude': 78.1458}"
Maharashtra,"{'Latitude': 18.3798, 'Longitude': 77.877}"
Maharashtra,"{'Latitude': 18.4699, 'Longitude': 76.1119}"
Maharashtra,"{'Latitude': 19.3776, 'Longitude': 77.6107}"
Maharashtra,"{'Latitude': 19.2507, 'Longitude': 76.8017}"
Maharashtra,"{'Latitude': 19.8831, 'Longitude': 76.479}"
Maharashtra,"{'Latitude': 18.1184, 'Longitude': 76.7508}"
Maharashtra,"{'Latitude': 19.1557, 'Longitude': 77.3109}"
Maharashtra,"{'Latitude': 18.9103, 'Longitude': 76.7716}"
Maharashtra,"{'Latitude': 18.9918, 'Longitude': 76.2483}"
Maharashtra,"{'Latitude': 18.7548, 'Longitude': 77.5686}"
Maharashtra,"{'Latitude': 19.158, 'Longitude': 77.3064}"
Maharashtra,"{'Latitude': 18.9958, 'Longitude': 77.6456}"
Maharashtra,"{'Latitude': 20.4868, 'Longitude': 77.482}"
Maharashtra,"{'Latitude': 18.2461, 'Longitude': 75.697}"
Maharashtra,"{'Latitude': 19.3793, 'Longitude': 76.2231}"
Maharashtra,"{'Latitude': 17.1286, 'Longitude': 76.938}"
Maharashtra,"{'Latitude': 17.6987, 'Longitude': 77.2136}"
Maharashtra,"{'Latitude': 17.8392, 'Longitude': 76.6214}"
Maharashtra,"{'Latitude': 17.6646, 'Longitude': 75.9218}"
Maharashtra,"{'Latitude': 18.9274, 'Longitude': 76.8849}"
Maharashtra,"{'Latitude': 19.5355, 'Longitude': 77.0389}"
Maharashtra,"{'Latitude': 18.812, 'Longitude': 77.5428}"
Maharashtra,"{'Latitude': 18.6536, 'Longitude': 77.0387}"
Maharashtra,"{'Latitude': 18.372, 'Longitude': 76.8873}"
Maharashtra,"{'Latitude': 18.7713, 'Longitude': 78.0137}"
Maharashtra,"{'Latitude': 17.323, 'Longitude': 76.8199}"
Maharashtra,"{'Latitude': 17.1783, 'Longitude': 76.5831}"
Maharashtra,"{'Latitude': 19.9439, 'Longitude': 77.731}"
Maharashtra,"{'Latitude': 18.7044, 'Longitude': 76.9364}"
Maharashtra,"{'Latitude': 19.5843, 'Longitude': 77.5632}"
Maharashtra,"{'Latitude': 19.4136, 'Longitude': 78.0081}"
Maharashtra,"{'Latitude': 19.7201, 'Longitude': 77.1463}"
Maharashtra,"{'Latitude': 18.2332, 'Longitude': 75.6941}"
Maharashtra,"{'Latitude': 19.5811, 'Longitude': 76.2105}"
Maharashtra,"{'Latitude': 18.9405, 'Longitude': 75.3277}"
Maharashtra,"{'Latitude': 19.7186, 'Longitude': 77.1449}"
Maharashtra,"{'Latitude': 18.6576, 'Longitude': 78.0919}"
Maharashtra,"{'Latitude': 18.641, 'Longitude': 75.825}"
Maharashtra,"{'Latitude': 17.4385, 'Longitude': 76.0406}"
Maharashtra,"{'Latitude': 18.7305, 'Longitude': 76.3889}"
Maharashtra,"{'Latitude': 19.639, 'Longitude': 77.5311}"
Maharashtra,"{'Latitude': 17.6556, 'Longitude': 76.3576}"
Maharashtra,"{'Latitude': 18.0465, 'Longitude': 78.2657}"
Maharashtra,"{'Latitude': 16.7522, 'Longitude': 77.1381}"
Maharashtra,"{'Latitude': 18.3123, 'Longitude': 75.9634}"
Maharashtra,"{'Latitude': 17.2831, 'Longitude': 76.216}"
Maharashtra,"{'Latitude': 17.68, 'Longitude': 77.6105}"
Maharashtra,"{'Latitude': 18.2351, 'Longitude': 75.6975}"
Maharashtra,"{'Latitude': 17.7702, 'Longitude': 77.1295}"
Maharashtra,"{'Latitude': 17.3281, 'Longitude': 76.8568}"
Maharashtra,"{'Latitude': 18.2761, 'Longitude': 76.7958}"
Maharashtra,"{'Latitude': 19.1189, 'Longitude': 76.7271}"
Maharashtra,"{'Latitude': 20.1135, 'Longitude': 77.1387}"
Maharashtra,"{'Latitude': 18.3153, 'Longitude': 78.3305}"
Maharashtra,"{'Latitude': 18.5151, 'Longitude': 76.1847}"
Maharashtra,"{'Latitude': 16.7528, 'Longitude': 77.1362}"
Maharashtra,"{'Latitude': 19.5119, 'Longitude': 77.8096}"
Maharashtra,"{'Latitude': 19.7248, 'Longitude': 76.513}"
Maharashtra,"{'Latitude': 19.96, 'Longitude': 77.4899}"
Maharashtra,"{'Latitude': 18.6332, 'Longitude': 77.1785}"
Maharashtra,"{'Latitude': 19.8461, 'Longitude': 77.8496}"
Maharashtra,"{'Latitude': 19.1894, 'Longitude': 77.2987}"
Maharashtra,"{'Latitude': 18.3119, 'Longitude': 76.6225}"
Maharashtra,"{'Latitude': 18.6766, 'Longitude': 76.8164}"
Maharashtra,"{'Latitude': 16.8669, 'Longitude': 77.3913}"
Maharashtra,"{'Latitude': 20.3715, 'Longitude': 77.2513}"
Maharashtra,"{'Latitude': 19.9511, 'Longitude': 76.4879}"
Maharashtra,"{'Latitude': 18.0537, 'Longitude': 76.9242}"
Maharashtra,"{'Latitude': 17.5037, 'Longitude': 78.6207}"
Maharashtra,"{'Latitude': 18.7624, 'Longitude': 78.3982}"
Maharashtra,"{'Latitude': 17.4316, 'Longitude': 78.4466}"
Maharashtra,"{'Latitude': 19.6474, 'Longitude': 76.3871}"
Maharashtra,"{'Latitude': 20.0494, 'Longitude': 77.6394}"
Maharashtra,"{'Latitude': 19.9123, 'Longitude': 77.5626}"
Maharashtra,"{'Latitude': 18.1943, 'Longitude': 76.263}"
Maharashtra,"{'Latitude': 17.457, 'Longitude': 76.295}"
Maharashtra,"{'Latitude': 18.2798, 'Longitude': 79.002}"
Maharashtra,"{'Latitude': 18.3951, 'Longitude': 75.9975}"
Maharashtra,"{'Latitude': 19.2749, 'Longitude': 77.1465}"
Maharashtra,"{'Latitude': 17.3308, 'Longitude': 76.8282}"
Maharashtra,"{'Latitude': 17.8442, 'Longitude': 78.4777}"
Maharashtra,"{'Latitude': 20.0212, 'Longitude': 77.2162}"
Maharashtra,"{'Latitude': 17.3554, 'Longitude': 78.505}"
Maharashtra,"{'Latitude': 19.6863, 'Longitude': 77.5597}"
Maharashtra,"{'Latitude': 18.786, 'Longitude': 75.5876}"
Maharashtra,"{'Latitude': 17.8247, 'Longitude': 76.3251}"
Maharashtra,"{'Latitude': 18.3949, 'Longitude': 75.8713}"
Maharashtra,"{'Latitude': 19.5811, 'Longitude': 76.2113}"
Maharashtra,"{'Latitude': 19.7234, 'Longitude': 77.8766}"
Maharashtra,"{'Latitude': 18.4747, 'Longitude': 76.1428}"
Maharashtra,"{'Latitude': 19.5373, 'Longitude': 76.5519}"
Maharashtra,"{'Latitude': 19.343, 'Longitude': 77.2679}"
Maharashtra,"{'Latitude': 20.3771, 'Longitude': 77.4563}"
Maharashtra,"{'Latitude': 19.5708, 'Longitude': 77.7536}"
Maharashtra,"{'Latitude': 20.062, 'Longitude': 76.6915}"
Maharashtra,"{'Latitude': 18.107, 'Longitude': 78.8615}"
Maharashtra,"{'Latitude': 19.3791, 'Longitude': 77.4767}"
Maharashtra,"{'Latitude': 19.3823, 'Longitude': 77.3316}"
Maharashtra,"{'Latitude': 17.4436, 'Longitude': 78.3857}"
Maharashtra,"{'Latitude': 19.4099, 'Longitude': 77.2248}"
Maharashtra,"{'Latitude': 19.7796, 'Longitude': 77.0914}"
Maharashtra,"{'Latitude': 17.9087, 'Longitude': 77.5154}"
Maharashtra,"{'Latitude': 18.1691, 'Longitude': 76.0507}"
Maharashtra,"{'Latitude': 17.4516, 'Longitude': 78.4311}"
Maharashtra,"{'Latitude': 17.4251, 'Longitude': 78.4364}"
Maharashtra,"{'Latitude': 19.5409, 'Longitude': 77.0387}"
Maharashtra,"{'Latitude': 16.7017, 'Longitude': 78.0451}"
Maharashtra,"{'Latitude': 19.333, 'Longitude': 76.6003}"
Maharashtra,"{'Latitude': 17.7203, 'Longitude': 76.0247}"
Maharashtra,"{'Latitude': 19.5863, 'Longitude': 76.214}"
Maharashtra,"{'Latitude': 17.402, 'Longitude': 78.4777}"
Maharashtra,"{'Latitude': 19.2611, 'Longitude': 76.7786}"
Maharashtra,"{'Latitude': 19.1232, 'Longitude': 77.1441}"
Maharashtra,"{'Latitude': 17.3469, 'Longitude': 78.5342}"
Maharashtra,"{'Latitude': 16.7996, 'Longitude': 76.919}"
Maharashtra,"{'Latitude': 19.8576, 'Longitude': 77.5814}"
Maharashtra,"{'Latitude': 19.4691, 'Longitude': 76.2244}"
Maharashtra,"{'Latitude': 18.0946, 'Longitude': 76.8854}"
Maharashtra,"{'Latitude': 19.8398, 'Longitude': 76.3494}"
Maharashtra,"{'Latitude': 19.1505, 'Longitude': 75.9377}"
Maharashtra,"{'Latitude': 19.0573, 'Longitude': 76.7214}"
Maharashtra,"{'Latitude': 19.1821, 'Longitude': 77.0233}"
Maharashtra,"{'Latitude': 17.7001, 'Longitude': 76.3697}"
Maharashtra,"{'Latitude': 19.6552, 'Longitude': 76.1214}"
Maharashtra,"{'Latitude': 17.3289, 'Longitude': 76.8565}"
Maharashtra,"{'Latitude': 20.104, 'Longitude': 77.7979}"
Maharashtra,"{'Latitude': 17.6977, 'Longitude': 76.4262}"
Maharashtra,"{'Latitude': 17.4229, 'Longitude': 78.5459}"
Maharashtra,"{'Latitude': 19.9601, 'Longitude': 77.4903}"
Maharashtra,"{'Latitude': 17.3647, 'Longitude': 78.3952}"
Maharashtra,"{'Latitude': 16.7511, 'Longitude': 77.1352}"
Maharashtra,"{'Latitude': 18.3197, 'Longitude': 78.3432}"
Maharashtra,"{'Latitude': 19.3128, 'Longitude': 76.7464}"
Maharashtra,"{'Latitude': 19.7099, 'Longitude': 77.4703}"
Maharashtra,"{'Latitude': 17.4546, 'Longitude': 78.4232}"
Maharashtra,"{'Latitude': 19.5318, 'Longitude': 77.4149}"
Maharashtra,"{'Latitude': 19.0499, 'Longitude': 76.5515}"
Maharashtra,"{'Latitude': 17.6756, 'Longitude': 75.905}"
Maharashtra,"{'Latitude': 18.9894, 'Longitude': 75.7554}"
Maharashtra,"{'Latitude': 18.1184, 'Longitude': 76.7512}"
Maharashtra,"{'Latitude': 17.9754, 'Longitude': 77.8512}"
Maharashtra,"{'Latitude': 19.1835, 'Longitude': 77.0287}"
Maharashtra,"{'Latitude': 18.0221, 'Longitude': 77.0029}"
Maharashtra,"{'Latitude': 17.4721, 'Longitude': 78.7969}"
Maharashtra,"{'Latitude': 18.8457, 'Longitude': 76.533}"
Maharashtra,"{'Latitude': 18.7316, 'Longitude': 76.552}"
Maharashtra,"{'Latitude': 17.4414, 'Longitude': 78.4957}"
Maharashtra,"{'Latitude': 20.1073, 'Longitude': 77.1178}"
Maharashtra,"{'Latitude': 19.006, 'Longitude': 76.6186}"
Maharashtra,"{'Latitude': 19.2634, 'Longitude': 76.7705}"
Maharashtra,"{'Latitude': 18.4062, 'Longitude': 76.5515}"
Maharashtra,"{'Latitude': 17.8392, 'Longitude': 76.6215}"
Maharashtra,"{'Latitude': 19.6056, 'Longitude': 76.6885}"
Maharashtra,"{'Latitude': 18.9577, 'Longitude': 76.5931}"
Maharashtra,"{'Latitude': 19.1228, 'Longitude': 77.4588}"
Maharashtra,"{'Latitude': 18.1224, 'Longitude': 76.7535}"
Maharashtra,"{'Latitude': 18.8058, 'Longitude': 75.4819}"
Maharashtra,"{'Latitude': 17.6385, 'Longitude': 75.903}"
Maharashtra,"{'Latitude': 18.1088, 'Longitude': 78.8382}"
Maharashtra,"{'Latitude': 18.8158, 'Longitude': 75.9293}"
Maharashtra,"{'Latitude': 17.6717, 'Longitude': 75.9083}"
Maharashtra,"{'Latitude': 17.7945, 'Longitude': 77.0427}"
Maharashtra,"{'Latitude': 19.5816, 'Longitude': 76.0651}"
Maharashtra,"{'Latitude': 19.5219, 'Longitude': 77.5225}"
Maharashtra,"{'Latitude': 17.6804, 'Longitude': 75.922}"
Maharashtra,"{'Latitude': 19.4514, 'Longitude': 76.4401}"
Maharashtra,"{'Latitude': 17.3139, 'Longitude': 76.8772}"
Maharashtra,"{'Latitude': 17.6697, 'Longitude': 75.9082}"
Maharashtra,"{'Latitude': 18.633, 'Longitude': 78.3787}"
Maharashtra,"{'Latitude': 18.0036, 'Longitude': 76.4419}"
Maharashtra,"{'Latitude': 19.4699, 'Longitude': 76.4235}"
Maharashtra,"{'Latitude': 17.8252, 'Longitude': 76.3336}"
Maharashtra,"{'Latitude': 19.2555, 'Longitude': 76.784}"
Maharashtra,"{'Latitude': 17.3889, 'Longitude': 76.5863}"
Maharashtra,"{'Latitude': 18.9648, 'Longitude': 76.748}"
Maharashtra,"{'Latitude': 18.3482, 'Longitude': 76.1938}"
Maharashtra,"{'Latitude': 20.3671, 'Longitude': 77.2517}"
Maharashtra,"{'Latitude': 17.9665, 'Longitude': 76.0331}"
Maharashtra,"{'Latitude': 18.1095, 'Longitude': 78.8572}"
Maharashtra,"{'Latitude': 20.2142, 'Longitude': 77.4784}"
Maharashtra,"{'Latitude': 17.8402, 'Longitude': 76.7688}"
Maharashtra,"{'Latitude': 18.7082, 'Longitude': 75.6906}"
Maharashtra,"{'Latitude': 17.4405, 'Longitude': 78.4803}"
Maharashtra,"{'Latitude': 17.8052, 'Longitude': 75.8964}"
Maharashtra,"{'Latitude': 19.7377, 'Longitude': 77.1486}"
Maharashtra,"{'Latitude': 17.6185, 'Longitude': 76.3561}"
Maharashtra,"{'Latitude': 18.8925, 'Longitude': 76.2378}"
Maharashtra,"{'Latitude': 17.3865, 'Longitude': 78.4779}"
Maharashtra,"{'Latitude': 18.9957, 'Longitude': 75.8535}"
Maharashtra,"{'Latitude': 18.97, 'Longitude': 75.7191}"
Maharashtra,"{'Latitude': 18.6577, 'Longitude': 76.0523}"
Maharashtra,"{'Latitude': 18.7383, 'Longitude': 76.6322}"
Maharashtra,"{'Latitude': 19.0085, 'Longitude': 77.021}"
Maharashtra,"{'Latitude': 18.231, 'Longitude': 75.69}"
Maharashtra,"{'Latitude': 18.4211, 'Longitude': 76.8122}"
Maharashtra,"{'Latitude': 19.6053, 'Longitude': 76.6885}"
Maharashtra,"{'Latitude': 20.3647, 'Longitude': 77.5207}"
Maharashtra,"{'Latitude': 19.0285, 'Longitude': 76.4771}"
Maharashtra,"{'Latitude': 18.3931, 'Longitude': 76.5615}"
Maharashtra,"{'Latitude': 18.9768, 'Longitude': 76.3773}"
Maharashtra,"{'Latitude': 17.8629, 'Longitude': 76.4776}"
Maharashtra,"{'Latitude': 19.7196, 'Longitude': 77.1461}"
Maharashtra,"{'Latitude': 18.457, 'Longitude': 75.5244}"
Maharashtra,"{'Latitude': 18.141, 'Longitude': 75.735}"
Maharashtra,"{'Latitude': 18.7134, 'Longitude': 76.0641}"
Maharashtra,"{'Latitude': 19.0326, 'Longitude': 76.4758}"
Maharashtra,"{'Latitude': 20.0405, 'Longitude': 77.3137}"
Maharashtra,"{'Latitude': 18.9658, 'Longitude': 76.7485}"
Maharashtra,"{'Latitude': 18.8357, 'Longitude': 75.7339}"
Maharashtra,"{'Latitude': 19.6263, 'Longitude': 76.5396}"
Maharashtra,"{'Latitude': 18.0617, 'Longitude': 75.7989}"
Maharashtra,"{'Latitude': 16.91, 'Longitude': 76.6983}"
Maharashtra,"{'Latitude': 19.6017, 'Longitude': 77.6875}"
Maharashtra,"{'Latitude': 17.1225, 'Longitude': 77.0868}"
Maharashtra,"{'Latitude': 18.7202, 'Longitude': 76.3723}"
Maharashtra,"{'Latitude': 16.7508, 'Longitude': 77.9933}"
Maharashtra,"{'Latitude': 19.6857, 'Longitude': 77.92}"
Maharashtra,"{'Latitude': 19.262, 'Longitude': 76.434}"
Maharashtra,"{'Latitude': 18.5692, 'Longitude': 76.0167}"
Maharashtra,"{'Latitude': 17.7394, 'Longitude': 75.8307}"
Maharashtra,"{'Latitude': 17.3957, 'Longitude': 77.1867}"
Maharashtra,"{'Latitude': 16.486, 'Longitude': 78.3098}"
Maharashtra,"{'Latitude': 19.1606, 'Longitude': 75.7011}"
Maharashtra,"{'Latitude': 18.1619, 'Longitude': 77.4391}"
Maharashtra,"{'Latitude': 18.8089, 'Longitude': 75.7814}"
Maharashtra,"{'Latitude': 17.1786, 'Longitude': 77.283}"
Maharashtra,"{'Latitude': 18.7323, 'Longitude': 76.3915}"
Maharashtra,"{'Latitude': 18.1581, 'Longitude': 77.3287}"
Maharashtra,"{'Latitude': 20.0857, 'Longitude': 77.442}"
Maharashtra,"{'Latitude': 18.9142, 'Longitude': 76.4658}"
Maharashtra,"{'Latitude': 18.4708, 'Longitude': 75.999}"
Maharashtra,"{'Latitude': 18.9936, 'Longitude': 75.5048}"
Maharashtra,"{'Latitude': 17.9829, 'Longitude': 76.5698}"
Maharashtra,"{'Latitude': 18.137, 'Longitude': 76.5964}"
Maharashtra,"{'Latitude': 18.4036, 'Longitude': 76.2372}"
Maharashtra,"{'Latitude': 18.7266, 'Longitude': 76.3887}"
Maharashtra,"{'Latitude': 20.1716, 'Longitude': 77.5359}"
Maharashtra,"{'Latitude': 17.0577, 'Longitude': 76.608}"
Maharashtra,"{'Latitude': 18.817, 'Longitude': 76.1091}"
Maharashtra,"{'Latitude': 17.9263, 'Longitude': 76.7536}"
Maharashtra,"{'Latitude': 19.4541, 'Longitude': 77.0433}"
Maharashtra,"{'Latitude': 18.9918, 'Longitude': 75.7467}"
Maharashtra,"{'Latitude': 18.2357, 'Longitude': 75.6871}"
Maharashtra,"{'Latitude': 18.8483, 'Longitude': 76.5294}"
Maharashtra,"{'Latitude': 18.9934, 'Longitude': 76.0401}"
Maharashtra,"{'Latitude': 19.0864, 'Longitude': 75.9047}"
Maharashtra,"{'Latitude': 19.2634, 'Longitude': 75.7474}"
Maharashtra,"{'Latitude': 18.6337, 'Longitude': 75.6412}"
Maharashtra,"{'Latitude': 17.6693, 'Longitude': 75.9081}"
Maharashtra,"{'Latitude': 18.3358, 'Longitude': 76.8396}"
Maharashtra,"{'Latitude': 18.9662, 'Longitude': 76.7494}"
Maharashtra,"{'Latitude': 19.0998, 'Longitude': 75.6078}"
Maharashtra,"{'Latitude': 17.9271, 'Longitude': 76.0898}"
Maharashtra,"{'Latitude': 18.3875, 'Longitude': 76.5594}"
Maharashtra,"{'Latitude': 18.3205, 'Longitude': 76.1413}"
Maharashtra,"{'Latitude': 17.6689, 'Longitude': 75.9495}"
Maharashtra,"{'Latitude': 18.9197, 'Longitude': 75.7472}"
Maharashtra,"{'Latitude': 18.5457, 'Longitude': 75.7803}"
Maharashtra,"{'Latitude': 19.9585, 'Longitude': 77.4386}"
