State,Coordinates
Rajasthan,"{'Latitude': 25.5556, 'Longitude': 76.4591}"
Rajasthan,"{'Latitude': 23.2705, 'Longitude': 77.4678}"
Rajasthan,"{'Latitude': 24.8255, 'Longitude': 74.5788}"
Rajasthan,"{'Latitude': 23.2368, 'Longitude': 77.4196}"
Rajasthan,"{'Latitude': 26.0704, 'Longitude': 76.7607}"
Rajasthan,"{'Latitude': 24.7232, 'Longitude': 76.39}"
Rajasthan,"{'Latitude': 26.0863, 'Longitude': 75.3934}"
Rajasthan,"{'Latitude': 25.7584, 'Longitude': 75.3799}"
Rajasthan,"{'Latitude': 25.8451, 'Longitude': 74.6528}"
Rajasthan,"{'Latitude': 25.1189, 'Longitude': 74.632}"
Rajasthan,"{'Latitude': 24.9266, 'Longitude': 76.2906}"
Rajasthan,"{'Latitude': 25.4177, 'Longitude': 77.6434}"
Rajasthan,"{'Latitude': 24.6816, 'Longitude': 74.5105}"
Rajasthan,"{'Latitude': 25.8609, 'Longitude': 76.2625}"
Rajasthan,"{'Latitude': 23.4513, 'Longitude': 75.0617}"
Rajasthan,"{'Latitude': 25.5384, 'Longitude': 75.3263}"
Rajasthan,"{'Latitude': 24.6765, 'Longitude': 76.4296}"
Rajasthan,"{'Latitude': 26.0029, 'Longitude': 76.3514}"
Rajasthan,"{'Latitude': 24.4742, 'Longitude': 76.341}"
Rajasthan,"{'Latitude': 26.3601, 'Longitude': 76.0031}"
Rajasthan,"{'Latitude': 23.4291, 'Longitude': 76.28}"
Rajasthan,"{'Latitude': 25.1685, 'Longitude': 75.8533}"
Rajasthan,"{'Latitude': 23.0502, 'Longitude': 75.3778}"
Rajasthan,"{'Latitude': 23.1919, 'Longitude': 75.7845}"
Rajasthan,"{'Latitude': 25.1134, 'Longitude': 76.6322}"
Rajasthan,"{'Latitude': 24.3101, 'Longitude': 76.2509}"
Rajasthan,"{'Latitude': 24.8355, 'Longitude': 76.1488}"
Rajasthan,"{'Latitude': 24.5812, 'Longitude': 76.1754}"
Rajasthan,"{'Latitude': 25.9059, 'Longitude': 76.4991}"
Rajasthan,"{'Latitude': 26.317, 'Longitude': 75.7891}"
Rajasthan,"{'Latitude': 26.0998, 'Longitude': 76.3631}"
Rajasthan,"{'Latitude': 24.5734, 'Longitude': 77.7317}"
Rajasthan,"{'Latitude': 24.9417, 'Longitude': 75.9456}"
Rajasthan,"{'Latitude': 25.9398, 'Longitude': 74.7138}"
Rajasthan,"{'Latitude': 24.6953, 'Longitude': 78.416}"
Rajasthan,"{'Latitude': 23.3173, 'Longitude': 75.0334}"
Rajasthan,"{'Latitude': 23.288, 'Longitude': 77.3225}"
Rajasthan,"{'Latitude': 23.4561, 'Longitude': 75.423}"
Rajasthan,"{'Latitude': 25.0991, 'Longitude': 76.5138}"
Rajasthan,"{'Latitude': 23.1661, 'Longitude': 75.8114}"
Rajasthan,"{'Latitude': 24.6813, 'Longitude': 74.5103}"
Rajasthan,"{'Latitude': 24.0717, 'Longitude': 75.0741}"
Rajasthan,"{'Latitude': 25.4409, 'Longitude': 76.3512}"
Rajasthan,"{'Latitude': 25.3207, 'Longitude': 75.9348}"
Rajasthan,"{'Latitude': 23.5747, 'Longitude': 76.4843}"
Rajasthan,"{'Latitude': 23.4423, 'Longitude': 74.9768}"
Rajasthan,"{'Latitude': 25.793, 'Longitude': 76.4086}"
Rajasthan,"{'Latitude': 24.6067, 'Longitude': 76.2823}"
Rajasthan,"{'Latitude': 25.4377, 'Longitude': 75.6488}"
Rajasthan,"{'Latitude': 23.9188, 'Longitude': 74.7084}"
Rajasthan,"{'Latitude': 25.6525, 'Longitude': 75.3886}"
Rajasthan,"{'Latitude': 24.5585, 'Longitude': 74.735}"
Rajasthan,"{'Latitude': 23.2344, 'Longitude': 77.4351}"
Rajasthan,"{'Latitude': 23.4242, 'Longitude': 76.2753}"
Rajasthan,"{'Latitude': 23.818, 'Longitude': 74.8685}"
Rajasthan,"{'Latitude': 23.7231, 'Longitude': 75.3622}"
Rajasthan,"{'Latitude': 25.6019, 'Longitude': 75.8873}"
Rajasthan,"{'Latitude': 24.0699, 'Longitude': 75.6544}"
Rajasthan,"{'Latitude': 23.7732, 'Longitude': 75.1044}"
Rajasthan,"{'Latitude': 24.471, 'Longitude': 75.9326}"
Rajasthan,"{'Latitude': 23.9474, 'Longitude': 75.0978}"
Rajasthan,"{'Latitude': 25.8927, 'Longitude': 76.1823}"
Rajasthan,"{'Latitude': 24.1779, 'Longitude': 75.8317}"
Rajasthan,"{'Latitude': 23.3337, 'Longitude': 75.0396}"
Rajasthan,"{'Latitude': 26.2219, 'Longitude': 75.4283}"
Rajasthan,"{'Latitude': 25.2225, 'Longitude': 76.0772}"
Rajasthan,"{'Latitude': 24.9428, 'Longitude': 76.8052}"
Rajasthan,"{'Latitude': 25.2422, 'Longitude': 77.1493}"
Rajasthan,"{'Latitude': 24.8071, 'Longitude': 76.6506}"
Rajasthan,"{'Latitude': 26.0186, 'Longitude': 76.6894}"
Rajasthan,"{'Latitude': 23.1924, 'Longitude': 75.7688}"
Rajasthan,"{'Latitude': 25.8366, 'Longitude': 76.0193}"
Rajasthan,"{'Latitude': 25.1087, 'Longitude': 76.6357}"
Rajasthan,"{'Latitude': 23.8147, 'Longitude': 77.4938}"
Rajasthan,"{'Latitude': 25.2621, 'Longitude': 75.0073}"
Rajasthan,"{'Latitude': 25.0126, 'Longitude': 74.7641}"
Rajasthan,"{'Latitude': 24.0695, 'Longitude': 75.6565}"
Rajasthan,"{'Latitude': 23.6049, 'Longitude': 75.7262}"
Rajasthan,"{'Latitude': 24.416, 'Longitude': 74.4716}"
Rajasthan,"{'Latitude': 24.5969, 'Longitude': 74.5872}"
Rajasthan,"{'Latitude': 24.5298, 'Longitude': 76.0008}"
Rajasthan,"{'Latitude': 25.2221, 'Longitude': 77.6051}"
Rajasthan,"{'Latitude': 24.1177, 'Longitude': 78.0421}"
Rajasthan,"{'Latitude': 24.5859, 'Longitude': 76.0861}"
Rajasthan,"{'Latitude': 24.5917, 'Longitude': 76.1543}"
Rajasthan,"{'Latitude': 24.9909, 'Longitude': 76.5536}"
Rajasthan,"{'Latitude': 25.1818, 'Longitude': 78.1881}"
Rajasthan,"{'Latitude': 24.6144, 'Longitude': 74.5493}"
Rajasthan,"{'Latitude': 25.6724, 'Longitude': 76.7082}"
Rajasthan,"{'Latitude': 22.9745, 'Longitude': 75.8291}"
Rajasthan,"{'Latitude': 25.222, 'Longitude': 77.6051}"
Rajasthan,"{'Latitude': 24.5813, 'Longitude': 76.1747}"
Rajasthan,"{'Latitude': 24.7167, 'Longitude': 74.3789}"
Rajasthan,"{'Latitude': 24.9883, 'Longitude': 76.6752}"
Rajasthan,"{'Latitude': 23.1795, 'Longitude': 75.7796}"
Rajasthan,"{'Latitude': 26.707, 'Longitude': 76.0293}"
Rajasthan,"{'Latitude': 23.1799, 'Longitude': 75.7887}"
Rajasthan,"{'Latitude': 25.9045, 'Longitude': 74.6748}"
Rajasthan,"{'Latitude': 23.097, 'Longitude': 76.219}"
Rajasthan,"{'Latitude': 25.1671, 'Longitude': 75.874}"
Rajasthan,"{'Latitude': 23.8495, 'Longitude': 77.933}"
Rajasthan,"{'Latitude': 25.17, 'Longitude': 74.9302}"
Rajasthan,"{'Latitude': 25.1917, 'Longitude': 75.986}"
Rajasthan,"{'Latitude': 23.0483, 'Longitude': 75.3783}"
Rajasthan,"{'Latitude': 23.9428, 'Longitude': 75.5978}"
Rajasthan,"{'Latitude': 26.246, 'Longitude': 75.6343}"
Rajasthan,"{'Latitude': 25.9191, 'Longitude': 76.0225}"
Rajasthan,"{'Latitude': 22.975, 'Longitude': 76.3492}"
Rajasthan,"{'Latitude': 25.9738, 'Longitude': 76.2916}"
Rajasthan,"{'Latitude': 25.6411, 'Longitude': 75.1864}"
Rajasthan,"{'Latitude': 23.6579, 'Longitude': 74.8104}"
Rajasthan,"{'Latitude': 23.6426, 'Longitude': 75.1283}"
Rajasthan,"{'Latitude': 24.2873, 'Longitude': 76.2392}"
Rajasthan,"{'Latitude': 23.4627, 'Longitude': 74.9296}"
Rajasthan,"{'Latitude': 25.7392, 'Longitude': 76.0302}"
Rajasthan,"{'Latitude': 25.4584, 'Longitude': 75.3209}"
Rajasthan,"{'Latitude': 24.7308, 'Longitude': 76.398}"
Rajasthan,"{'Latitude': 24.1812, 'Longitude': 77.0072}"
Rajasthan,"{'Latitude': 24.2832, 'Longitude': 76.2471}"
Rajasthan,"{'Latitude': 24.8454, 'Longitude': 77.8777}"
Rajasthan,"{'Latitude': 25.315, 'Longitude': 75.9279}"
Rajasthan,"{'Latitude': 25.1519, 'Longitude': 75.1215}"
Rajasthan,"{'Latitude': 24.6445, 'Longitude': 77.3071}"
Rajasthan,"{'Latitude': 24.0268, 'Longitude': 76.5717}"
Rajasthan,"{'Latitude': 24.3792, 'Longitude': 76.7694}"
Rajasthan,"{'Latitude': 24.4753, 'Longitude': 75.1451}"
Rajasthan,"{'Latitude': 26.3212, 'Longitude': 75.2732}"
Rajasthan,"{'Latitude': 24.5709, 'Longitude': 77.7336}"
Rajasthan,"{'Latitude': 23.6798, 'Longitude': 76.1654}"
Rajasthan,"{'Latitude': 25.2248, 'Longitude': 77.6075}"
Rajasthan,"{'Latitude': 25.2717, 'Longitude': 77.0979}"
Rajasthan,"{'Latitude': 25.3299, 'Longitude': 74.5964}"
Rajasthan,"{'Latitude': 23.9326, 'Longitude': 75.8303}"
Rajasthan,"{'Latitude': 24.0386, 'Longitude': 74.7797}"
Rajasthan,"{'Latitude': 26.1006, 'Longitude': 75.6325}"
Rajasthan,"{'Latitude': 24.937, 'Longitude': 74.6032}"
Rajasthan,"{'Latitude': 23.4053, 'Longitude': 76.7075}"
Rajasthan,"{'Latitude': 25.7025, 'Longitude': 74.6049}"
Rajasthan,"{'Latitude': 25.2006, 'Longitude': 77.1306}"
Rajasthan,"{'Latitude': 25.5453, 'Longitude': 74.831}"
Rajasthan,"{'Latitude': 25.2675, 'Longitude': 74.8839}"
Rajasthan,"{'Latitude': 25.5448, 'Longitude': 77.3683}"
Rajasthan,"{'Latitude': 24.4154, 'Longitude': 75.8332}"
Rajasthan,"{'Latitude': 25.3809, 'Longitude': 75.6695}"
Rajasthan,"{'Latitude': 25.4244, 'Longitude': 75.1522}"
Rajasthan,"{'Latitude': 25.3311, 'Longitude': 75.8458}"
Rajasthan,"{'Latitude': 24.3863, 'Longitude': 74.7059}"
Rajasthan,"{'Latitude': 25.154, 'Longitude': 76.2979}"
Rajasthan,"{'Latitude': 24.1855, 'Longitude': 74.7204}"
Rajasthan,"{'Latitude': 24.3329, 'Longitude': 75.6544}"
Rajasthan,"{'Latitude': 23.488, 'Longitude': 74.826}"
Rajasthan,"{'Latitude': 26.075, 'Longitude': 75.7181}"
Rajasthan,"{'Latitude': 25.8372, 'Longitude': 74.4687}"
Rajasthan,"{'Latitude': 24.5853, 'Longitude': 76.1689}"
Rajasthan,"{'Latitude': 25.6363, 'Longitude': 74.6085}"
Rajasthan,"{'Latitude': 25.1486, 'Longitude': 76.8795}"
Rajasthan,"{'Latitude': 26.564, 'Longitude': 76.3279}"
Rajasthan,"{'Latitude': 23.8581, 'Longitude': 75.7751}"
Rajasthan,"{'Latitude': 23.5208, 'Longitude': 77.0292}"
Rajasthan,"{'Latitude': 26.7369, 'Longitude': 76.053}"
Rajasthan,"{'Latitude': 25.8727, 'Longitude': 75.5985}"
Rajasthan,"{'Latitude': 25.6333, 'Longitude': 74.5964}"
Rajasthan,"{'Latitude': 23.7021, 'Longitude': 76.8799}"
Rajasthan,"{'Latitude': 24.5875, 'Longitude': 76.1621}"
Rajasthan,"{'Latitude': 25.9761, 'Longitude': 75.154}"
Rajasthan,"{'Latitude': 24.4736, 'Longitude': 75.1433}"
Rajasthan,"{'Latitude': 24.4585, 'Longitude': 74.8664}"
Rajasthan,"{'Latitude': 24.7137, 'Longitude': 78.1371}"
Rajasthan,"{'Latitude': 25.6649, 'Longitude': 76.6962}"
Rajasthan,"{'Latitude': 26.7061, 'Longitude': 76.1638}"
Rajasthan,"{'Latitude': 24.5321, 'Longitude': 77.1796}"
Rajasthan,"{'Latitude': 24.7488, 'Longitude': 74.3865}"
Rajasthan,"{'Latitude': 25.6673, 'Longitude': 76.6982}"
Rajasthan,"{'Latitude': 25.2215, 'Longitude': 77.3492}"
Rajasthan,"{'Latitude': 26.3292, 'Longitude': 76.233}"
Karnataka,"{'Latitude': 12.2544, 'Longitude': 75.1283}"
Karnataka,"{'Latitude': 13.0027, 'Longitude': 77.6348}"
Karnataka,"{'Latitude': 11.8171, 'Longitude': 76.7923}"
Karnataka,"{'Latitude': 12.4263, 'Longitude': 77.2196}"
Karnataka,"{'Latitude': 11.8996, 'Longitude': 75.3506}"
Karnataka,"{'Latitude': 12.3095, 'Longitude': 76.6584}"
Karnataka,"{'Latitude': 10.854, 'Longitude': 76.0364}"
Karnataka,"{'Latitude': 12.7657, 'Longitude': 75.0983}"
Karnataka,"{'Latitude': 12.9744, 'Longitude': 74.9493}"
Karnataka,"{'Latitude': 12.8604, 'Longitude': 75.4079}"
Karnataka,"{'Latitude': 11.3737, 'Longitude': 75.8443}"
Karnataka,"{'Latitude': 13.3118, 'Longitude': 75.7746}"
Karnataka,"{'Latitude': 11.5664, 'Longitude': 75.6917}"
Karnataka,"{'Latitude': 13.3249, 'Longitude': 75.7741}"
Karnataka,"{'Latitude': 11.4513, 'Longitude': 75.7711}"
Karnataka,"{'Latitude': 12.1586, 'Longitude': 77.1127}"
Karnataka,"{'Latitude': 11.9383, 'Longitude': 75.7047}"
Karnataka,"{'Latitude': 10.7277, 'Longitude': 76.0534}"
Karnataka,"{'Latitude': 12.9834, 'Longitude': 77.602}"
Karnataka,"{'Latitude': 12.3137, 'Longitude': 76.289}"
Karnataka,"{'Latitude': 11.2463, 'Longitude': 75.7835}"
Karnataka,"{'Latitude': 12.9797, 'Longitude': 77.6038}"
Karnataka,"{'Latitude': 11.895, 'Longitude': 75.8099}"
Karnataka,"{'Latitude': 13.1878, 'Longitude': 74.9493}"
Karnataka,"{'Latitude': 12.87, 'Longitude': 74.84}"
Karnataka,"{'Latitude': 11.9274, 'Longitude': 76.9446}"
Karnataka,"{'Latitude': 11.2771, 'Longitude': 75.9352}"
Karnataka,"{'Latitude': 12.3029, 'Longitude': 76.6849}"
Karnataka,"{'Latitude': 12.6664, 'Longitude': 76.4719}"
Karnataka,"{'Latitude': 11.9825, 'Longitude': 75.3135}"
Karnataka,"{'Latitude': 12.034, 'Longitude': 75.3621}"
Karnataka,"{'Latitude': 13.2127, 'Longitude': 74.999}"
Karnataka,"{'Latitude': 12.9854, 'Longitude': 75.8121}"
Karnataka,"{'Latitude': 11.5317, 'Longitude': 75.714}"
Karnataka,"{'Latitude': 11.21, 'Longitude': 76.1046}"
Karnataka,"{'Latitude': 11.7398, 'Longitude': 76.073}"
Karnataka,"{'Latitude': 10.9063, 'Longitude': 76.4128}"
Karnataka,"{'Latitude': 11.8178, 'Longitude': 76.6844}"
Karnataka,"{'Latitude': 12.7105, 'Longitude': 76.2933}"
Karnataka,"{'Latitude': 11.006, 'Longitude': 76.3531}"
Karnataka,"{'Latitude': 11.0086, 'Longitude': 76.3135}"
Karnataka,"{'Latitude': 11.7138, 'Longitude': 75.5861}"
Karnataka,"{'Latitude': 11.7341, 'Longitude': 75.9567}"
Karnataka,"{'Latitude': 13.0685, 'Longitude': 74.9951}"
Karnataka,"{'Latitude': 12.5206, 'Longitude': 76.889}"
Karnataka,"{'Latitude': 11.6147, 'Longitude': 76.0835}"
Karnataka,"{'Latitude': 11.4911, 'Longitude': 75.7753}"
Karnataka,"{'Latitude': 12.0445, 'Longitude': 75.5077}"
Karnataka,"{'Latitude': 11.7593, 'Longitude': 76.0056}"
Karnataka,"{'Latitude': 11.7268, 'Longitude': 75.6376}"
Karnataka,"{'Latitude': 11.346, 'Longitude': 76.7953}"
Karnataka,"{'Latitude': 13.0086, 'Longitude': 77.6559}"
Karnataka,"{'Latitude': 12.081, 'Longitude': 75.241}"
Karnataka,"{'Latitude': 12.9781, 'Longitude': 77.6369}"
Karnataka,"{'Latitude': 11.5487, 'Longitude': 75.6118}"
Karnataka,"{'Latitude': 13.121, 'Longitude': 77.6159}"
Karnataka,"{'Latitude': 11.9905, 'Longitude': 75.4804}"
Karnataka,"{'Latitude': 11.0629, 'Longitude': 76.5571}"
Karnataka,"{'Latitude': 12.3374, 'Longitude': 76.1019}"
Karnataka,"{'Latitude': 12.4222, 'Longitude': 75.2461}"
Karnataka,"{'Latitude': 12.9027, 'Longitude': 74.8355}"
Karnataka,"{'Latitude': 11.8819, 'Longitude': 75.7725}"
Karnataka,"{'Latitude': 13.2587, 'Longitude': 76.479}"
Karnataka,"{'Latitude': 12.9787, 'Longitude': 77.6399}"
Karnataka,"{'Latitude': 10.8026, 'Longitude': 76.1849}"
Karnataka,"{'Latitude': 13.4587, 'Longitude': 74.9916}"
Karnataka,"{'Latitude': 11.6955, 'Longitude': 76.2081}"
Karnataka,"{'Latitude': 12.515, 'Longitude': 75.0241}"
Karnataka,"{'Latitude': 13.316, 'Longitude': 76.2551}"
Karnataka,"{'Latitude': 13.2941, 'Longitude': 77.5435}"
Karnataka,"{'Latitude': 11.9955, 'Longitude': 75.3026}"
Karnataka,"{'Latitude': 11.7503, 'Longitude': 75.4935}"
Karnataka,"{'Latitude': 13.5352, 'Longitude': 75.3666}"
Karnataka,"{'Latitude': 12.6619, 'Longitude': 76.4841}"
Karnataka,"{'Latitude': 11.1938, 'Longitude': 75.8243}"
Karnataka,"{'Latitude': 13.0051, 'Longitude': 76.0997}"
Karnataka,"{'Latitude': 12.557, 'Longitude': 75.3927}"
Karnataka,"{'Latitude': 13.0171, 'Longitude': 77.6509}"
Karnataka,"{'Latitude': 12.0426, 'Longitude': 76.9791}"
Karnataka,"{'Latitude': 13.1426, 'Longitude': 75.6433}"
Karnataka,"{'Latitude': 12.9046, 'Longitude': 76.3896}"
Karnataka,"{'Latitude': 11.5268, 'Longitude': 75.6558}"
Karnataka,"{'Latitude': 12.0741, 'Longitude': 75.1918}"
Karnataka,"{'Latitude': 10.9991, 'Longitude': 76.0881}"
Karnataka,"{'Latitude': 10.9693, 'Longitude': 76.2274}"
Karnataka,"{'Latitude': 10.7858, 'Longitude': 76.129}"
Karnataka,"{'Latitude': 12.8807, 'Longitude': 77.6009}"
Karnataka,"{'Latitude': 11.5147, 'Longitude': 75.6215}"
Karnataka,"{'Latitude': 13.4241, 'Longitude': 75.254}"
Karnataka,"{'Latitude': 11.8845, 'Longitude': 75.5397}"
Karnataka,"{'Latitude': 12.9686, 'Longitude': 77.6426}"
Karnataka,"{'Latitude': 13.3421, 'Longitude': 77.1022}"
Karnataka,"{'Latitude': 12.85, 'Longitude': 74.8316}"
Karnataka,"{'Latitude': 12.4182, 'Longitude': 75.7321}"
Karnataka,"{'Latitude': 13.6208, 'Longitude': 76.4163}"
Karnataka,"{'Latitude': 11.2675, 'Longitude': 75.8745}"
Karnataka,"{'Latitude': 13.499, 'Longitude': 77.6032}"
Karnataka,"{'Latitude': 11.6816, 'Longitude': 76.0557}"
Karnataka,"{'Latitude': 12.9557, 'Longitude': 77.566}"
Karnataka,"{'Latitude': 13.2308, 'Longitude': 77.2426}"
Karnataka,"{'Latitude': 11.8514, 'Longitude': 75.4165}"
Karnataka,"{'Latitude': 13.4005, 'Longitude': 74.7114}"
Karnataka,"{'Latitude': 13.4584, 'Longitude': 74.8428}"
Karnataka,"{'Latitude': 11.6455, 'Longitude': 76.1448}"
Karnataka,"{'Latitude': 11.9281, 'Longitude': 76.9502}"
Karnataka,"{'Latitude': 12.0374, 'Longitude': 75.3614}"
Karnataka,"{'Latitude': 13.3177, 'Longitude': 77.1463}"
Karnataka,"{'Latitude': 13.5879, 'Longitude': 74.6962}"
Karnataka,"{'Latitude': 10.7614, 'Longitude': 76.1372}"
Karnataka,"{'Latitude': 11.4479, 'Longitude': 75.8277}"
Karnataka,"{'Latitude': 12.7889, 'Longitude': 77.0516}"
Karnataka,"{'Latitude': 13.4036, 'Longitude': 75.3751}"
Karnataka,"{'Latitude': 11.158, 'Longitude': 75.9547}"
Karnataka,"{'Latitude': 11.9631, 'Longitude': 75.3304}"
Karnataka,"{'Latitude': 12.5985, 'Longitude': 75.8511}"
Karnataka,"{'Latitude': 11.8827, 'Longitude': 75.3532}"
Karnataka,"{'Latitude': 12.1215, 'Longitude': 75.4824}"
Karnataka,"{'Latitude': 11.2509, 'Longitude': 75.8453}"
Karnataka,"{'Latitude': 12.9933, 'Longitude': 77.5546}"
Karnataka,"{'Latitude': 11.7446, 'Longitude': 75.8818}"
Karnataka,"{'Latitude': 12.0412, 'Longitude': 75.4475}"
Karnataka,"{'Latitude': 12.3106, 'Longitude': 75.6841}"
Karnataka,"{'Latitude': 13.5862, 'Longitude': 74.6961}"
Karnataka,"{'Latitude': 12.559, 'Longitude': 75.388}"
Karnataka,"{'Latitude': 12.2396, 'Longitude': 75.1274}"
Karnataka,"{'Latitude': 11.6079, 'Longitude': 76.008}"
Karnataka,"{'Latitude': 12.4231, 'Longitude': 76.683}"
Karnataka,"{'Latitude': 12.6177, 'Longitude': 76.4311}"
Karnataka,"{'Latitude': 12.7648, 'Longitude': 76.0616}"
Karnataka,"{'Latitude': 13.0063, 'Longitude': 77.6228}"
Karnataka,"{'Latitude': 12.4866, 'Longitude': 77.0357}"
Karnataka,"{'Latitude': 13.0009, 'Longitude': 77.6165}"
Karnataka,"{'Latitude': 11.1059, 'Longitude': 76.0578}"
Karnataka,"{'Latitude': 11.1886, 'Longitude': 76.1602}"
Karnataka,"{'Latitude': 11.2297, 'Longitude': 76.8671}"
Karnataka,"{'Latitude': 12.8819, 'Longitude': 75.0298}"
Karnataka,"{'Latitude': 10.9652, 'Longitude': 76.4751}"
Karnataka,"{'Latitude': 13.4181, 'Longitude': 75.1889}"
Karnataka,"{'Latitude': 12.1974, 'Longitude': 75.8025}"
Karnataka,"{'Latitude': 11.3061, 'Longitude': 76.9353}"
Karnataka,"{'Latitude': 12.884, 'Longitude': 74.8388}"
Karnataka,"{'Latitude': 11.8169, 'Longitude': 76.1642}"
Karnataka,"{'Latitude': 11.8648, 'Longitude': 75.8915}"
Karnataka,"{'Latitude': 12.6541, 'Longitude': 74.9543}"
Karnataka,"{'Latitude': 13.2602, 'Longitude': 76.474}"
Karnataka,"{'Latitude': 11.3985, 'Longitude': 75.9262}"
Karnataka,"{'Latitude': 12.0901, 'Longitude': 75.4942}"
Karnataka,"{'Latitude': 12.8579, 'Longitude': 77.5899}"
Karnataka,"{'Latitude': 12.0001, 'Longitude': 76.3964}"
Karnataka,"{'Latitude': 11.7756, 'Longitude': 77.0055}"
Karnataka,"{'Latitude': 10.9779, 'Longitude': 76.4046}"
Karnataka,"{'Latitude': 11.2833, 'Longitude': 75.7894}"
Karnataka,"{'Latitude': 12.1737, 'Longitude': 75.195}"
Karnataka,"{'Latitude': 11.4993, 'Longitude': 76.4942}"
Karnataka,"{'Latitude': 11.6573, 'Longitude': 76.1601}"
Karnataka,"{'Latitude': 11.7263, 'Longitude': 75.5586}"
Karnataka,"{'Latitude': 11.4545, 'Longitude': 77.4279}"
Karnataka,"{'Latitude': 10.9771, 'Longitude': 76.2013}"
Karnataka,"{'Latitude': 12.9909, 'Longitude': 75.2822}"
Karnataka,"{'Latitude': 13.2144, 'Longitude': 75.0001}"
Karnataka,"{'Latitude': 13.1645, 'Longitude': 76.6652}"
Karnataka,"{'Latitude': 11.7396, 'Longitude': 76.1186}"
Karnataka,"{'Latitude': 12.9182, 'Longitude': 77.6753}"
Karnataka,"{'Latitude': 11.2437, 'Longitude': 76.9599}"
Karnataka,"{'Latitude': 11.2756, 'Longitude': 76.0539}"
Karnataka,"{'Latitude': 12.158, 'Longitude': 77.1089}"
Karnataka,"{'Latitude': 13.3145, 'Longitude': 76.9406}"
Karnataka,"{'Latitude': 12.8974, 'Longitude': 77.633}"
Karnataka,"{'Latitude': 12.9083, 'Longitude': 76.3857}"
Karnataka,"{'Latitude': 13.3509, 'Longitude': 75.4673}"
Karnataka,"{'Latitude': 12.2138, 'Longitude': 76.9009}"
Karnataka,"{'Latitude': 10.9868, 'Longitude': 76.4321}"
Karnataka,"{'Latitude': 12.5263, 'Longitude': 76.8977}"
Karnataka,"{'Latitude': 13.0197, 'Longitude': 77.6741}"
Karnataka,"{'Latitude': 12.9469, 'Longitude': 75.7867}"
Karnataka,"{'Latitude': 12.1672, 'Longitude': 75.3896}"
Karnataka,"{'Latitude': 13.34, 'Longitude': 74.7501}"
Karnataka,"{'Latitude': 11.0992, 'Longitude': 76.3129}"
Karnataka,"{'Latitude': 10.827, 'Longitude': 75.9784}"
Karnataka,"{'Latitude': 12.7485, 'Longitude': 74.9384}"
Karnataka,"{'Latitude': 11.5401, 'Longitude': 75.8429}"
Karnataka,"{'Latitude': 13.3313, 'Longitude': 74.7388}"
Karnataka,"{'Latitude': 12.9063, 'Longitude': 76.3867}"
Karnataka,"{'Latitude': 13.0798, 'Longitude': 77.4286}"
Karnataka,"{'Latitude': 11.3728, 'Longitude': 76.332}"
Karnataka,"{'Latitude': 11.1051, 'Longitude': 76.6555}"
Karnataka,"{'Latitude': 12.9797, 'Longitude': 77.6127}"
Karnataka,"{'Latitude': 12.6672, 'Longitude': 74.9063}"
Karnataka,"{'Latitude': 12.9236, 'Longitude': 77.6469}"
Karnataka,"{'Latitude': 12.7618, 'Longitude': 75.0984}"
Karnataka,"{'Latitude': 13.0503, 'Longitude': 77.6038}"
Karnataka,"{'Latitude': 13.6889, 'Longitude': 77.3047}"
Karnataka,"{'Latitude': 13.0093, 'Longitude': 77.5426}"
Karnataka,"{'Latitude': 11.7412, 'Longitude': 75.8995}"
Karnataka,"{'Latitude': 11.6256, 'Longitude': 76.0879}"
Karnataka,"{'Latitude': 12.0543, 'Longitude': 75.5335}"
Karnataka,"{'Latitude': 11.7434, 'Longitude': 75.5599}"
Karnataka,"{'Latitude': 13.2474, 'Longitude': 76.2257}"
Karnataka,"{'Latitude': 11.6676, 'Longitude': 76.263}"
Karnataka,"{'Latitude': 11.6633, 'Longitude': 76.2601}"
Karnataka,"{'Latitude': 11.6633, 'Longitude': 76.2601}"
Karnataka,"{'Latitude': 11.6634, 'Longitude': 76.26}"
Karnataka,"{'Latitude': 11.6633, 'Longitude': 76.26}"
Karnataka,"{'Latitude': 11.6632, 'Longitude': 76.2599}"
Karnataka,"{'Latitude': 11.6632, 'Longitude': 76.2599}"
Karnataka,"{'Latitude': 12.0452, 'Longitude': 75.3775}"
Karnataka,"{'Latitude': 10.8402, 'Longitude': 75.9892}"
Karnataka,"{'Latitude': 12.833, 'Longitude': 75.7723}"
Karnataka,"{'Latitude': 11.0639, 'Longitude': 75.956}"
Karnataka,"{'Latitude': 11.0124, 'Longitude': 76.3456}"
Karnataka,"{'Latitude': 11.1745, 'Longitude': 75.9968}"
Karnataka,"{'Latitude': 11.1683, 'Longitude': 76.2807}"
Karnataka,"{'Latitude': 10.9786, 'Longitude': 76.493}"
Karnataka,"{'Latitude': 12.5484, 'Longitude': 77.4173}"
Karnataka,"{'Latitude': 12.5275, 'Longitude': 76.8968}"
Karnataka,"{'Latitude': 11.7764, 'Longitude': 75.4639}"
Karnataka,"{'Latitude': 11.31, 'Longitude': 76.9494}"
Karnataka,"{'Latitude': 11.3342, 'Longitude': 75.9429}"
Karnataka,"{'Latitude': 11.7324, 'Longitude': 75.5385}"
Karnataka,"{'Latitude': 12.0079, 'Longitude': 75.7523}"
Karnataka,"{'Latitude': 12.5454, 'Longitude': 75.0707}"
Karnataka,"{'Latitude': 11.603, 'Longitude': 75.6308}"
